,HCHO Value,Location,Date,Next Date
3966,3.627854534462018e-05,Jaffna Proper,2019-11-12,2019-11-13
3967,7.457968681128611e-05,Jaffna Proper,2019-11-13,2019-11-14
3968,5.2863632863093296e-05,Jaffna Proper,2019-11-14,2019-11-15
3969,8.390173002226025e-05,Jaffna Proper,2019-11-15,2019-11-16
3970,7.534675357162468e-05,Jaffna Proper,2019-11-16,2019-11-17
3971,2.8477109624470544e-05,Jaffna Proper,2019-11-17,2019-11-18
3972,7.983760829334896e-05,Jaffna Proper,2019-11-18,2019-11-19
3973,-1.361432308998801e-05,Jaffna Proper,2019-11-19,2019-11-20
3974,7.283653569244713e-05,Jaffna Proper,2019-11-20,2019-11-21
3975,0.0001132589969013,Jaffna Proper,2019-11-21,2019-11-22
3976,,Jaffna Proper,2019-11-22,2019-11-23
3977,6.720660393144884e-05,Jaffna Proper,2019-11-23,2019-11-24
3978,9.573606114580974e-05,Jaffna Proper,2019-11-24,2019-11-25
3979,,Jaffna Proper,2019-11-25,2019-11-26
3980,8.127656231572079e-05,Jaffna Proper,2019-11-26,2019-11-27
3981,8.666479335917291e-05,Jaffna Proper,2019-11-27,2019-11-28
3982,8.170607593017871e-05,Jaffna Proper,2019-11-28,2019-11-29
3983,,Jaffna Proper,2019-11-29,2019-11-30
3984,,Jaffna Proper,2019-11-30,2019-12-01
3985,0.0001333858004159,Jaffna Proper,2019-12-01,2019-12-02
3986,6.549829483625705e-05,Jaffna Proper,2019-12-02,2019-12-03
3987,-2.99740719356123e-07,Jaffna Proper,2019-12-03,2019-12-04
3988,9.558982376789902e-05,Jaffna Proper,2019-12-04,2019-12-05
3989,,Jaffna Proper,2019-12-05,2019-12-06
3990,,Jaffna Proper,2019-12-06,2019-12-07
3991,,Jaffna Proper,2019-12-07,2019-12-08
3992,0.0001609117708556,Jaffna Proper,2019-12-08,2019-12-09
3993,0.0001571960593057,Jaffna Proper,2019-12-09,2019-12-10
3994,4.10346731297695e-07,Jaffna Proper,2019-12-10,2019-12-11
3995,3.029622089801236e-05,Jaffna Proper,2019-12-11,2019-12-12
3996,1.536977340076943e-05,Jaffna Proper,2019-12-12,2019-12-13
3997,0.0001111453817685,Jaffna Proper,2019-12-13,2019-12-14
3998,5.320202765091407e-05,Jaffna Proper,2019-12-14,2019-12-15
3999,,Jaffna Proper,2019-12-15,2019-12-16
4000,5.590905732004465e-05,Jaffna Proper,2019-12-16,2019-12-17
4001,9.214134444582346e-05,Jaffna Proper,2019-12-17,2019-12-18
4002,6.162059586639167e-05,Jaffna Proper,2019-12-18,2019-12-19
4003,2.8043497225145537e-05,Jaffna Proper,2019-12-19,2019-12-20
4004,8.312530864536861e-05,Jaffna Proper,2019-12-20,2019-12-21
4005,3.721440905146948e-05,Jaffna Proper,2019-12-21,2019-12-22
4006,-1.0732495861167985e-06,Jaffna Proper,2019-12-22,2019-12-23
4007,,Jaffna Proper,2019-12-23,2019-12-24
4008,3.100287305535599e-05,Jaffna Proper,2019-12-24,2019-12-25
4009,,Jaffna Proper,2019-12-25,2019-12-26
4010,4.768726648762822e-05,Jaffna Proper,2019-12-26,2019-12-27
4011,7.22078645114703e-05,Jaffna Proper,2019-12-27,2019-12-28
4012,-4.180819025054343e-05,Jaffna Proper,2019-12-28,2019-12-29
4013,5.944276932800953e-05,Jaffna Proper,2019-12-29,2019-12-30
4014,0.0001503228078198,Jaffna Proper,2019-12-30,2019-12-31
4015,3.012889830609655e-05,Jaffna Proper,2019-12-31,2020-01-01
4016,6.07809343831119e-05,Jaffna Proper,2020-01-01,2020-01-02
4017,3.022036121227345e-05,Jaffna Proper,2020-01-02,2020-01-03
4018,7.361897991000321e-05,Jaffna Proper,2020-01-03,2020-01-04
4019,0.0001235593837431,Jaffna Proper,2020-01-04,2020-01-05
4020,6.968034707922025e-05,Jaffna Proper,2020-01-05,2020-01-06
4021,9.119523378491165e-05,Jaffna Proper,2020-01-06,2020-01-07
4022,3.2413331497058004e-05,Jaffna Proper,2020-01-07,2020-01-08
4023,5.35320439144841e-05,Jaffna Proper,2020-01-08,2020-01-09
4024,0.0001050410364561,Jaffna Proper,2020-01-09,2020-01-10
4025,7.864959183447392e-05,Jaffna Proper,2020-01-10,2020-01-11
4026,6.714492940318377e-05,Jaffna Proper,2020-01-11,2020-01-12
4027,3.044130744305504e-05,Jaffna Proper,2020-01-12,2020-01-13
4028,0.0001092772708506,Jaffna Proper,2020-01-13,2020-01-14
4029,6.410663685856748e-05,Jaffna Proper,2020-01-14,2020-01-15
4030,0.0001420443257526,Jaffna Proper,2020-01-15,2020-01-16
4031,5.739002299971991e-05,Jaffna Proper,2020-01-16,2020-01-17
4032,,Jaffna Proper,2020-01-17,2020-01-18
4033,,Jaffna Proper,2020-01-18,2020-01-19
4034,0.0001460368414682,Jaffna Proper,2020-01-19,2020-01-20
4035,8.89642730590793e-05,Jaffna Proper,2020-01-20,2020-01-21
4036,2.802498241682089e-05,Jaffna Proper,2020-01-21,2020-01-22
4037,7.276936700326589e-05,Jaffna Proper,2020-01-22,2020-01-23
4038,5.884781888916208e-05,Jaffna Proper,2020-01-23,2020-01-24
4039,5.8717714434653554e-05,Jaffna Proper,2020-01-24,2020-01-25
4040,2.5680743881805907e-06,Jaffna Proper,2020-01-25,2020-01-26
4041,0.0001065773462983,Jaffna Proper,2020-01-26,2020-01-27
4042,0.000147917656492,Jaffna Proper,2020-01-27,2020-01-28
4043,2.9533241159607285e-05,Jaffna Proper,2020-01-28,2020-01-29
4044,3.796049862752424e-05,Jaffna Proper,2020-01-29,2020-01-30
4045,0.0001245577021089,Jaffna Proper,2020-01-30,2020-01-31
4046,0.0001126970803708,Jaffna Proper,2020-01-31,2020-02-01
4047,1.1717778452311668e-05,Jaffna Proper,2020-02-01,2020-02-02
4048,9.831765912236986e-05,Jaffna Proper,2020-02-02,2020-02-03
